3ea66ee4-9ad2-4dce-9388-33c5a62b6023,www.example.org,dsl,193.09999990463257,66.19999980926514,65.69999980926514,192.89999985694885,59.799999952316284,59.299999952316284
c5ebaafb-55e5-4b61-bac2-171da4776390,www.example.org,cable,147.39999985694885,37.10000014305115,36.60000014305115,129.30000019073486,29.90000009536743,29.300000190734863
09cfbcad-6f56-4834-b551-41d9755f27e4,www.example.org,fiber,106.20000004768372,23.40000009536743,22.90000009536743,99.90000009536743,18.800000190734863,18.300000190734863
485369bb-9959-4db0-8aad-04f3dc272228,www.example.org,4g,279.5,103.20000004768372,102.60000014305115,271.40000009536743,96.40000009536743,95.90000009536743
b2c5b01b-6f33-47d3-b93f-6013444f7fed,www.example.org,4g-medium,304.90000009536743,118.39999985694885,117.89999985694885,296.2999999523163,111.29999995231628,110.79999995231628
15a30966-be43-4ef5-9899-e5a2c3bcddcb,www.wikipedia.org,dsl,726,66.5,66.0,689.0999999046326,59.89999985694885,59.39999985694885
5fd5e326-e5fd-42f9-8060-07a1c38264f8,www.wikipedia.org,cable,631.2000000476837,36.700000047683716,36.200000047683716,641.0999999046326,29.59999990463257,29.09999990463257
3da4628f-2880-4bdf-86c1-161adbc44a46,www.wikipedia.org,fiber,639,23.5,23.09999990463257,600.7000000476837,18.799999952316284,18.299999952316284
5855bc07-0706-4270-a2fc-febb105f6b57,www.wikipedia.org,4g,761.2000000476837,102.90000009536743,102.40000009536743,790.2999999523163,96.20000004768372,95.60000014305115
c44186df-7be0-4af2-9e79-d35f0c4e11a5,www.wikipedia.org,4g-medium,800.2999999523163,117.39999985694885,116.89999985694885,677.2000000476837,111.40000009536743,110.90000009536743
0d066e24-d4a7-4a48-a351-c43612f1ca47,www.instagram.com,dsl,1739.5999999046326,67.39999985694885,66.89999985694885,1741,59.40000009536743,58.90000009536743
b495618f-cb6b-42c5-a336-bedab0c1ebce,www.instagram.com,cable,869,36.89999985694885,36.39999985694885,848.8999998569489,30.0,29.40000009536743
17446f2e-9d64-4cce-9e2b-7e18c022a7bb,www.instagram.com,fiber,824.5,24.09999990463257,23.59999990463257,820.8999998569489,19.0,18.600000143051147
7a1a7d11-fd8d-4bc8-9567-8a90161296f7,www.instagram.com,4g,1302.5,103.40000009536743,103.0,1278.4000000953674,96.40000009536743,96.0
7051287b-89af-4af6-a568-734663517078,www.instagram.com,4g-medium,1445.0999999046326,117.89999985694885,117.29999995231628,1428.9000000953674,111.29999995231628,110.89999985694885
